Issue key,Issue id,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Labels,Components,Created,Updated,Fix Version/s,Sprint,Story Points,Epic Link,Description,Comments Count,PR Count,Attachment Count,Linked Bugs Count,Words in Description,Has Metric Number
DP-23,10023,Attachment parsing & mime handling,Story,Done,Medium,Done,Osman Turalioglu,Osman Turalioglu,customer-impact;docs,ml,2025-06-20 17:00,2025-06-27 17:00,1.2,Sprint 2,2,DP-6,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show attachment parsing & mime handling results.

—
As a Engineering Manager, I need **attachment parsing & mime handling** so that it improves traceability between Epics and Stories.
Value & Metric: Expected impact **−60% slide creation time**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 2', and show the output slide where **Attachment parsing & mime handling** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: ml.

Value: high visibility for leadership demos; reduces prep time.
Metric: ≥4.6/5 CSAT.
Demo: click 'Generate', review top-ranked items with reasons, and show the PPTX preview.",4,3,4,2,193,1
DP-24,10024,Spike: SBERT embedding benchmark,Task,Done,Low,Done,Osman Turalioglu,Osman Turalioglu,,export;integration,2025-06-21 00:00,2025-06-22 00:00,1.2,Sprint 2,2,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show spike: sbert embedding benchmark results.

—
As a QA Lead, I need **spike: sbert embedding benchmark** so that it de‑duplicates overlapping tickets and PR links.
Value & Metric: Expected impact **−35% context switching during prep**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 2', and show the output slide where **Spike: SBERT embedding benchmark** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: export;integration.

Value: removes blocker for sales demo; improves predictability vs. reported metrics.
Metric: ≤±5% predictability error.
Demo: filter by component, export PPTX, then compare MD and JSON order.",3,0,1,1,195,1
DP-25,10025,Attachment parsing & mime handling,Story,Done,Highest,Done,Frontend Lead,Osman Turalioglu,,export,2025-06-19 06:00,2025-06-22 06:00,1.2,Sprint 2,3,DP-2,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show attachment parsing & mime handling results.

—
As a Engineering Manager, I need **attachment parsing & mime handling** so that it de‑duplicates overlapping tickets and PR links.
Value & Metric: Expected impact **≥4.7/5 stakeholder clarity**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 2', and show the output slide where **Attachment parsing & mime handling** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **rate limiting during peak hours**. Components: export.

Note: standard progress update; validate fields and links; no KPI change expected.",0,2,1,2,180,1
DP-26,10026,Add per-item explainability strings,Task,Done,High,Done,Frontend Lead,Osman Turalioglu,,export;ml,2025-06-22 21:00,2025-06-23 21:00,1.2,Sprint 2,2,DP-6,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show add per-item explainability strings results.

—
As a Engineering Manager, I need **add per-item explainability strings** so that it clarifies business value in plain English.
Value & Metric: Expected impact **−60% slide creation time**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 2', and show the output slide where **Add per-item explainability strings** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: export;ml.

Value: improves stakeholder clarity; cuts context switches.
Metric: ≤±5% predictability error.
Demo: open the app, select the current sprint, and show the KPI slide.",1,2,2,0,191,1
DP-27,10027,CI: E2E smoke via FastAPI,Bug,Done,Lowest,Done,Frontend Lead,Osman Turalioglu,performance;tech-debt,ml;ui,2025-06-19 23:00,2025-06-20 23:00,1.2,Sprint 2,1,DP-7,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Customer Success Manager, I need **ci: e2e smoke via fastapi** so that it enables one‑click artifact generation (PPTX/MD/JSON).


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: ml;ui.

Context: minor config harmonization across environments. Internal-only change with limited visibility.",4,0,0,0,132,0
DP-28,10028,Normalize JIRA fields for ranking,Story,Done,Low,Done,Backend Lead,Osman Turalioglu,,ml,2025-06-22 23:00,2025-06-28 23:00,1.2,Sprint 2,3,DP-1,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show normalize jira fields for ranking results.

—
As a Engineering Manager, I need **normalize jira fields for ranking** so that it reduces manual prep time for demos.
Value & Metric: Expected impact **−60% slide creation time**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 2', and show the output slide where **Normalize JIRA fields for ranking** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **missing Epic Link on migrated items**. Components: ml.

Value: enables faster executive reviews; standardizes the narrative.
Metric: −60% slide creation time.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",6,3,0,2,197,1
DP-29,10029,Narration: plain-English summary,Story,Done,Low,Done,Backend Lead,Osman Turalioglu,performance;security,auth;export,2025-06-17 18:00,2025-06-20 18:00,1.2,Sprint 2,5,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Product Owner, I need **narration: plain-english summary** so that it clarifies business value in plain English.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: auth;export.

Context: routine maintenance aligning with internal standards. No direct user-facing changes this iteration.",2,1,2,0,131,0
DP-30,10030,CI: E2E smoke via FastAPI,Story,Done,Low,Done,Data/ML,Osman Turalioglu,docs,auth;backend,2025-06-22 05:00,2025-06-27 05:00,1.2,Sprint 2,5,DP-1,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show ci: e2e smoke via fastapi results.

—
As a Support Analyst, I need **ci: e2e smoke via fastapi** so that it clarifies business value in plain English.
Value & Metric: Expected impact **−60% slide creation time**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 2', and show the output slide where **CI: E2E smoke via FastAPI** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: auth;backend.

Value: removes blocker for sales demo; raises reviewer throughput.
Metric: +25% reviewer throughput.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",2,0,1,1,197,1
DP-31,10031,OAuth with refresh token rotation,Story,Done,Low,Done,Data/ML,Osman Turalioglu,,auth;backend,2025-06-20 01:00,2025-06-22 01:00,1.2,Sprint 2,3,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Engineering Manager, I need **oauth with refresh token rotation** so that it improves traceability between Epics and Stories.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: auth;backend.

Context: documentation alignment and comments cleanup. No measurable stakeholder effect recorded this sprint.",1,1,0,0,134,0
DP-32,10032,CI: E2E smoke via FastAPI,Story,Done,Medium,Done,DevOps,Osman Turalioglu,,auth;ml,2025-06-20 17:00,2025-06-27 17:00,1.2,Sprint 2,1,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a QA Lead, I need **ci: e2e smoke via fastapi** so that it clarifies business value in plain English.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: auth;ml.

Context: documentation alignment and comments cleanup. No measurable stakeholder effect recorded this sprint.",2,0,2,1,136,0
DP-33,10033,OAuth with refresh token rotation,Story,Done,Low,Done,DevOps,Osman Turalioglu,,backend;ml,2025-06-19 14:00,2025-06-22 14:00,1.2,Sprint 2,5,DP-7,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show oauth with refresh token rotation results.

—
As a Engineering Manager, I need **oauth with refresh token rotation** so that it surfaces risk and follow‑ups early.
Value & Metric: Expected impact **≥4.7/5 stakeholder clarity**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 2', and show the output slide where **OAuth with refresh token rotation** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **missing Epic Link on migrated items**. Components: backend;ml.

Note: standard progress update; validate fields and links; no KPI change expected.",6,0,3,0,180,1
DP-34,10034,PPTX master & slide layouts,Story,Done,Medium,Done,DevOps,Osman Turalioglu,security,ml;ui,2025-06-18 04:00,2025-06-22 04:00,1.2,Sprint 2,2,DP-6,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show pptx master & slide layouts results.

—
As a Support Analyst, I need **pptx master & slide layouts** so that it standardizes deck structure across teams.
Value & Metric: Expected impact **−60% slide creation time**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 2', and show the output slide where **PPTX master & slide layouts** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: ml;ui.

Value: improves stakeholder clarity; standardizes the narrative.
Metric: −30 mins per sprint.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",6,0,1,1,192,1
DP-35,10035,Spike: SBERT embedding benchmark,Story,Done,Medium,Done,Osman Turalioglu,Osman Turalioglu,security;tech-debt,export,2025-07-02 02:00,2025-07-08 02:00,1.3,Sprint 3,1,DP-4,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a QA Lead, I need **spike: sbert embedding benchmark** so that it surfaces risk and follow‑ups early.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: export.

Context: general refactor to simplify module boundaries. No direct user-facing changes this iteration.",0,1,2,1,131,0
DP-36,10036,OAuth with refresh token rotation,Story,Done,Highest,Done,Osman Turalioglu,Osman Turalioglu,docs,integration,2025-07-06 07:00,2025-07-07 07:00,1.3,Sprint 3,2,DP-2,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a QA Lead, I need **oauth with refresh token rotation** so that it surfaces risk and follow‑ups early.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: integration.

Context: routine maintenance aligning with internal standards. Internal-only change with limited visibility.",0,1,0,1,134,0
DP-37,10037,UI: Quick download panel,Bug,Done,Medium,Done,Osman Turalioglu,Osman Turalioglu,,export,2025-07-01 17:00,2025-07-06 17:00,1.3,Sprint 3,3,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Customer Success Manager, I need **ui: quick download panel** so that it de‑duplicates overlapping tickets and PR links.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: export.

Context: small internal reliability improvements. No measurable stakeholder effect recorded this sprint.",2,1,2,0,135,0
DP-38,10038,Add per-item explainability strings,Story,Done,Lowest,Done,Frontend Lead,Osman Turalioglu,customer-impact;docs,auth;integration,2025-07-04 07:00,2025-07-05 07:00,1.3,Sprint 3,2,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show add per-item explainability strings results.

—
As a Customer Success Manager, I need **add per-item explainability strings** so that it standardizes deck structure across teams.
Value & Metric: Expected impact **≤±5% predictability error**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 3', and show the output slide where **Add per-item explainability strings** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: auth;integration.

Value: high visibility for leadership demos; improves predictability vs. reported metrics.
Metric: +25% reviewer throughput.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",7,1,1,2,192,1
DP-39,10039,Markdown generator (ordered with PPTX),Story,Done,Medium,Done,Frontend Lead,Osman Turalioglu,customer-impact;tech-debt,integration,2025-07-02 01:00,2025-07-04 01:00,1.3,Sprint 3,3,DP-2,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show markdown generator (ordered with pptx) results.

—
As a Sprint Demo Stakeholder, I need **markdown generator (ordered with pptx)** so that it standardizes deck structure across teams.
Value & Metric: Expected impact **≥4.7/5 stakeholder clarity**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 3', and show the output slide where **Markdown generator (ordered with PPTX)** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **rate limiting during peak hours**. Components: integration.

Value: direct customer-facing impact; reduces prep time.
Metric: −30 mins per sprint.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",7,0,1,1,194,1
DP-40,10040,Normalize JIRA fields for ranking,Story,Done,Highest,Done,Frontend Lead,Osman Turalioglu,docs;performance,export;ml,2025-07-02 01:00,2025-07-03 01:00,1.3,Sprint 3,3,DP-6,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Product Owner, I need **normalize jira fields for ranking** so that it surfaces risk and follow‑ups early.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: export;ml.

Context: routine maintenance aligning with internal standards. No direct user-facing changes this iteration.",1,0,2,1,132,0
DP-41,10041,Attachment parsing & mime handling,Task,Done,Low,Done,Backend Lead,Osman Turalioglu,docs;tech-debt,backend;ml,2025-07-02 06:00,2025-07-09 06:00,1.3,Sprint 3,2,DP-4,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Engineering Manager, I need **attachment parsing & mime handling** so that it improves traceability between Epics and Stories.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: backend;ml.

Context: minor config harmonization across environments. No direct user-facing changes this iteration.",4,0,0,0,133,0
DP-42,10042,Markdown generator (ordered with PPTX),Task,Done,Medium,Done,Backend Lead,Osman Turalioglu,,auth;ml,2025-06-30 02:00,2025-07-06 02:00,1.3,Sprint 3,2,DP-7,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show markdown generator (ordered with pptx) results.

—
As a QA Lead, I need **markdown generator (ordered with pptx)** so that it reduces manual prep time for demos.
Value & Metric: Expected impact **−30 mins per sprint on average**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 3', and show the output slide where **Markdown generator (ordered with PPTX)** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: auth;ml.

Value: improves stakeholder clarity; standardizes the narrative.
Metric: +25% reviewer throughput.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",7,0,2,0,194,1
DP-43,10043,Markdown generator (ordered with PPTX),Story,Done,Medium,Done,Backend Lead,Osman Turalioglu,,backend;ml,2025-07-01 08:00,2025-07-05 08:00,1.3,Sprint 3,2,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show markdown generator (ordered with pptx) results.

—
As a Engineering Manager, I need **markdown generator (ordered with pptx)** so that it clarifies business value in plain English.
Value & Metric: Expected impact **≤±5% predictability error**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 3', and show the output slide where **Markdown generator (ordered with PPTX)** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: backend;ml.

Note: standard progress update; validate fields and links; no KPI change expected.",6,2,1,0,181,1
DP-44,10044,JSON artifact writer (stable schema),Story,Done,Medium,Done,Backend Lead,Osman Turalioglu,,ml,2025-07-02 05:00,2025-07-03 05:00,1.3,Sprint 3,2,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show json artifact writer (stable schema) results.

—
As a Support Analyst, I need **json artifact writer (stable schema)** so that it enables one‑click artifact generation (PPTX/MD/JSON).
Value & Metric: Expected impact **−30 mins per sprint on average**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 3', and show the output slide where **JSON artifact writer (stable schema)** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: ml.

Value: improves stakeholder clarity; cuts context switches.
Metric: −30 mins per sprint.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",5,3,2,0,194,1
DP-45,10045,Add per-item explainability strings,Story,Done,Medium,Done,Data/ML,Osman Turalioglu,customer-impact;security,backend,2025-07-01 12:00,2025-07-06 12:00,1.3,Sprint 3,8,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Customer Success Manager, I need **add per-item explainability strings** so that it enables one‑click artifact generation (PPTX/MD/JSON).


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: backend.

Context: small internal reliability improvements. No direct user-facing changes this iteration.",1,1,1,0,133,0
DP-46,10046,Bug: label parsing for semicolons,Story,Done,High,Done,DevOps,Osman Turalioglu,docs;security,auth;ui,2025-07-05 19:00,2025-07-11 19:00,1.3,Sprint 3,1,DP-3,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show bug: label parsing for semicolons results.

—
As a Product Owner, I need **bug: label parsing for semicolons** so that it improves predictability against reported metrics.
Value & Metric: Expected impact **≤±5% predictability error**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 3', and show the output slide where **Bug: label parsing for semicolons** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: auth;ui.

Note: standard progress update; validate fields and links; no KPI change expected.",5,0,1,1,178,1
